policy_id,owner_age,gender,zone,vehicle_class,vehicle_age,bonus_class,duration_years,claim_count,claim_cost,is_zero_exposure
46668,51,Male,2,6,13,5,1.482192,0,0,False
46669,51,Male,2,6,13,6,1.356164,0,0,False
46670,51,Male,2,6,13,7,1.460274,0,0,False
46671,51,Male,2,6,14,4,1.0,1,10373,False
46672,51,Male,2,6,14,5,1.0,0,0,False
46673,51,Male,2,6,15,1,0.454795,0,0,False
46674,51,Male,2,6,15,3,0.380822,0,0,False
46675,51,Male,2,6,15,4,0.923288,0,0,False
46676,51,Male,2,6,15,7,0.50411,0,0,False
46677,51,Male,2,6,17,7,2.0,0,0,False
46678,51,Male,2,7,9,2,0.619178,0,0,False
46679,51,Male,2,7,13,7,0.306849,0,0,False
46680,51,Male,3,1,1,1,0.99726,0,0,False
46681,51,Male,3,1,1,2,0.0,0,0,True
46682,51,Male,3,1,2,1,0.969863,0,0,False
46683,51,Male,3,1,2,2,1.0,0,0,False
46684,51,Male,3,1,5,1,0.99726,0,0,False
46685,51,Male,3,1,5,6,1.0,0,0,False
46686,51,Male,3,1,6,1,0.920548,0,0,False
46687,51,Male,3,1,7,2,0.479452,0,0,False
46688,51,Male,3,1,7,3,0.50411,0,0,False
46689,51,Male,3,1,8,5,1.079452,0,0,False
46690,51,Male,3,1,8,7,0.241096,0,0,False
46691,51,Male,3,1,11,7,0.00274,0,0,False
46692,51,Male,3,1,12,5,0.605479,0,0,False
46693,51,Male,3,1,12,6,0.243836,0,0,False
46694,51,Male,3,1,12,7,0.446575,0,0,False
46695,51,Male,3,1,13,5,1.0,0,0,False
46696,51,Male,3,1,13,7,1.0,0,0,False
46697,51,Male,3,1,16,3,0.876712,0,0,False
46698,51,Male,3,1,17,1,1.854795,0,0,False
46699,51,Male,3,1,17,7,2.547945,0,0,False
46700,51,Male,3,1,18,1,0.432877,0,0,False
46701,51,Male,3,1,18,7,0.0,0,0,True
46702,51,Male,3,1,19,1,1.0,0,0,False
46703,51,Male,3,1,19,7,0.457534,0,0,False
46704,51,Male,3,1,30,1,1.0,0,0,False
46705,51,Male,3,1,30,2,0.391781,0,0,False
46706,51,Male,3,1,31,4,0.49863,0,0,False
46707,51,Male,3,1,31,5,1.0,0,0,False
46708,51,Male,3,1,35,7,1.0,0,0,False
46709,51,Male,3,1,38,7,0.956164,0,0,False
46710,51,Male,3,1,40,1,0.378082,0,0,False
46711,51,Male,3,1,44,1,0.430137,0,0,False
46712,51,Male,3,1,46,1,1.0,0,0,False
46713,51,Male,3,1,49,7,1.0,0,0,False
46714,51,Male,3,1,51,4,0.336986,0,0,False
46715,51,Male,3,1,52,7,0.989041,0,0,False
46716,51,Male,3,1,69,1,2.0,0,0,False
46717,51,Male,3,2,0,2,0.589041,0,0,False
46718,51,Male,3,2,1,1,0.49589,0,0,False
46719,51,Male,3,2,1,2,0.50411,0,0,False
46720,51,Male,3,2,1,7,0.926027,0,0,False
46721,51,Male,3,2,2,1,0.953425,0,0,False
46722,51,Male,3,2,3,3,0.50137,0,0,False
46723,51,Male,3,2,3,4,0.50137,0,0,False
46724,51,Male,3,2,6,6,0.0,0,0,True
46725,51,Male,3,2,7,4,0.057534,0,0,False
46726,51,Male,3,2,10,2,0.635616,0,0,False
46727,51,Male,3,2,13,7,0.438356,0,0,False
46728,51,Male,3,2,14,5,1.0,0,0,False
46729,51,Male,3,2,14,7,0.257534,0,0,False
46730,51,Male,3,2,16,1,0.989041,0,0,False
46731,51,Male,3,2,16,2,0.29589,0,0,False
46732,51,Male,3,2,16,3,0.046575,0,0,False
46733,51,Male,3,2,16,4,0.49863,0,0,False
46734,51,Male,3,2,16,5,0.50137,0,0,False
46735,51,Male,3,2,19,2,1.0,0,0,False
46736,51,Male,3,2,20,1,1.0,0,0,False
46737,51,Male,3,2,26,3,1.0,0,0,False
46738,51,Male,3,2,30,7,0.50137,0,0,False
46739,51,Male,3,2,33,7,0.978082,0,0,False
46740,51,Male,3,2,56,2,0.961644,0,0,False
46741,51,Male,3,3,0,1,0.136986,0,0,False
46742,51,Male,3,3,0,2,0.547945,0,0,False
46743,51,Male,3,3,0,3,0.641096,0,0,False
46744,51,Male,3,3,0,5,0.70137,0,0,False
46745,51,Male,3,3,0,7,0.441096,0,0,False
46746,51,Male,3,3,1,1,2.786301,0,0,False
46747,51,Male,3,3,1,2,0.367123,0,0,False
46748,51,Male,3,3,1,4,0.227397,0,0,False
46749,51,Male,3,3,1,5,1.0,0,0,False
46750,51,Male,3,3,1,6,1.0,0,0,False
46751,51,Male,3,3,1,7,19.24384,0,0,False
46752,51,Male,3,3,2,1,5.136986,0,0,False
46753,51,Male,3,3,2,2,1.928767,0,0,False
46754,51,Male,3,3,2,3,0.50411,0,0,False
46755,51,Male,3,3,2,7,3.580822,0,0,False
46756,51,Male,3,3,3,1,0.909589,0,0,False
46757,51,Male,3,3,3,2,1.969863,0,0,False
46758,51,Male,3,3,3,3,0.652055,0,0,False
46759,51,Male,3,3,3,4,0.027397,0,0,False
46760,51,Male,3,3,3,7,5.827397,0,0,False
46761,51,Male,3,3,4,1,0.961644,0,0,False
46762,51,Male,3,3,4,2,0.49589,0,0,False
46763,51,Male,3,3,4,3,1.106849,0,0,False
46764,51,Male,3,3,4,4,2.50411,0,0,False
46765,51,Male,3,3,4,6,1.0,0,0,False
46766,51,Male,3,3,4,7,4.372603,0,0,False
46767,51,Male,3,3,5,1,0.786301,0,0,False
46768,51,Male,3,3,5,2,0.331507,0,0,False
46769,51,Male,3,3,5,3,0.50411,0,0,False
46770,51,Male,3,3,5,7,0.49863,0,0,False
46771,51,Male,3,3,6,1,3.139726,0,0,False
46772,51,Male,3,3,6,6,1.0,0,0,False
46773,51,Male,3,3,6,7,2.441096,0,0,False
46774,51,Male,3,3,7,4,2.479452,0,0,False
46775,51,Male,3,3,7,6,0.0,0,0,True
46776,51,Male,3,3,7,7,0.830137,0,0,False
46777,51,Male,3,3,8,2,1.0,0,0,False
46778,51,Male,3,3,8,3,0.49863,0,0,False
46779,51,Male,3,3,8,4,0.50137,0,0,False
46780,51,Male,3,3,8,7,3.0,0,0,False
46781,51,Male,3,3,9,1,0.989041,0,0,False
46782,51,Male,3,3,9,7,2.950685,0,0,False
46783,51,Male,3,3,10,6,1.0,0,0,False
46784,51,Male,3,3,10,7,1.49863,0,0,False
46785,51,Male,3,3,11,2,0.961644,0,0,False
46786,51,Male,3,3,11,6,1.0,0,0,False
46787,51,Male,3,3,11,7,1.936986,0,0,False
46788,51,Male,3,3,12,1,0.586301,0,0,False
46789,51,Male,3,3,12,2,0.378082,0,0,False
46790,51,Male,3,3,12,7,1.490411,0,0,False
46791,51,Male,3,3,13,1,2.742466,0,0,False
46792,51,Male,3,3,13,2,0.50137,0,0,False
46793,51,Male,3,3,13,3,1.00274,0,0,False
46794,51,Male,3,3,13,4,0.50411,0,0,False
46795,51,Male,3,3,13,5,0.49863,0,0,False
46796,51,Male,3,3,13,6,1.50137,0,0,False
46797,51,Male,3,3,13,7,0.50137,0,0,False
46798,51,Male,3,3,14,1,2.432877,0,0,False
46799,51,Male,3,3,14,2,3.786301,0,0,False
46800,51,Male,3,3,14,4,0.975342,0,0,False
46801,51,Male,3,3,14,6,0.334247,0,0,False
46802,51,Male,3,3,14,7,2.621918,0,0,False
46803,51,Male,3,3,15,1,0.978082,0,0,False
46804,51,Male,3,3,15,2,0.99726,0,0,False
46805,51,Male,3,3,15,3,0.20274,0,0,False
46806,51,Male,3,3,15,5,1.0,0,0,False
46807,51,Male,3,3,15,6,0.50137,0,0,False
46808,51,Male,3,3,15,7,2.016438,0,0,False
46809,51,Male,3,3,16,1,0.383562,0,0,False
46810,51,Male,3,3,16,2,2.030137,0,0,False
46811,51,Male,3,3,16,3,0.49863,0,0,False
46812,51,Male,3,3,16,4,0.50137,0,0,False
46813,51,Male,3,3,16,7,7.852055,0,0,False
46814,51,Male,3,3,17,1,1.490411,0,0,False
46815,51,Male,3,3,17,2,2.482192,0,0,False
46816,51,Male,3,3,17,4,0.49863,0,0,False
46817,51,Male,3,3,17,5,1.0,0,0,False
46818,51,Male,3,3,17,7,5.936986,0,0,False
46819,51,Male,3,3,18,4,1.0,0,0,False
46820,51,Male,3,3,18,5,0.950685,0,0,False
46821,51,Male,3,3,18,7,0.980822,0,0,False
46822,51,Male,3,3,19,7,0.49589,0,0,False
46823,51,Male,3,3,20,1,1.50137,0,0,False
46824,51,Male,3,3,20,2,0.50137,0,0,False
46825,51,Male,3,3,20,7,1.0,0,0,False
46826,51,Male,3,3,25,7,1.0,0,0,False
46827,51,Male,3,3,26,2,1.0,0,0,False
46828,51,Male,3,3,26,7,0.0,0,0,True
46829,51,Male,3,3,29,1,1.0,0,0,False
46830,51,Male,3,3,32,7,0.49863,0,0,False
46831,51,Male,3,3,37,7,0.676712,0,0,False
46832,51,Male,3,3,42,7,1.0,0,0,False
46833,51,Male,3,4,0,6,0.457534,0,0,False
46834,51,Male,3,4,1,1,0.50137,0,0,False
46835,51,Male,3,4,1,7,1.435616,0,0,False
46836,51,Male,3,4,2,2,0.49589,0,0,False
46837,51,Male,3,4,2,3,0.805479,0,0,False
46838,51,Male,3,4,2,7,1.021918,0,0,False
46839,51,Male,3,4,3,2,1.0,0,0,False
46840,51,Male,3,4,3,6,0.49589,0,0,False
46841,51,Male,3,4,3,7,1.608219,0,0,False
46842,51,Male,3,4,4,1,1.526027,0,0,False
46843,51,Male,3,4,4,2,0.186301,0,0,False
46844,51,Male,3,4,4,7,1.408219,0,0,False
46845,51,Male,3,4,5,1,1.0,0,0,False
46846,51,Male,3,4,5,3,0.419178,0,0,False
46847,51,Male,3,4,5,4,0.243836,0,0,False
46848,51,Male,3,4,5,5,1.660274,0,0,False
46849,51,Male,3,4,5,7,1.956164,0,0,False
46850,51,Male,3,4,6,7,2.775342,1,24431,False
46851,51,Male,3,4,7,1,0.920548,0,0,False
46852,51,Male,3,4,7,7,4.887671,0,0,False
46853,51,Male,3,4,8,5,0.989041,0,0,False
46854,51,Male,3,4,8,6,0.175342,0,0,False
46855,51,Male,3,4,9,7,2.0,0,0,False
46856,51,Male,3,4,10,2,0.276712,0,0,False
46857,51,Male,3,4,10,4,0.50411,0,0,False
46858,51,Male,3,4,10,5,0.49589,0,0,False
46859,51,Male,3,4,11,1,0.49589,0,0,False
46860,51,Male,3,4,11,7,1.789041,0,0,False
46861,51,Male,3,4,12,1,0.013699,0,0,False
46862,51,Male,3,4,12,4,1.0,0,0,False
46863,51,Male,3,4,12,7,0.953425,0,0,False
46864,51,Male,3,4,13,1,0.59726,0,0,False
46865,51,Male,3,4,13,2,0.287671,0,0,False
46866,51,Male,3,4,13,3,0.654795,0,0,False
46867,51,Male,3,4,13,7,2.50411,0,0,False
46868,51,Male,3,4,14,1,0.49863,0,0,False
46869,51,Male,3,4,14,2,0.50411,0,0,False
46870,51,Male,3,4,14,3,0.572603,0,0,False
46871,51,Male,3,4,14,4,1.00274,0,0,False
46872,51,Male,3,4,15,1,0.915068,0,0,False
46873,51,Male,3,4,15,2,0.50411,0,0,False
46874,51,Male,3,4,15,3,0.410959,0,0,False
46875,51,Male,3,4,16,1,0.939726,0,0,False
46876,51,Male,3,4,16,3,0.734247,0,0,False
46877,51,Male,3,4,16,4,0.939726,0,0,False
46878,51,Male,3,4,16,6,1.0,0,0,False
46879,51,Male,3,4,16,7,1.49589,0,0,False
46880,51,Male,3,4,17,1,0.071233,0,0,False
46881,51,Male,3,4,17,6,1.0,0,0,False
46882,51,Male,3,4,17,7,4.772603,0,0,False
46883,51,Male,3,4,18,1,1.0,0,0,False
46884,51,Male,3,4,18,2,0.49589,0,0,False
46885,51,Male,3,4,18,7,1.0,0,0,False
46886,51,Male,3,4,19,5,0.49863,0,0,False
46887,51,Male,3,4,19,6,0.50411,0,0,False
46888,51,Male,3,4,20,4,1.0,0,0,False
46889,51,Male,3,4,20,7,1.0,0,0,False
46890,51,Male,3,4,21,4,1.457534,0,0,False
46891,51,Male,3,4,21,5,0.50137,0,0,False
46892,51,Male,3,4,22,3,0.49863,0,0,False
46893,51,Male,3,4,24,2,0.49589,0,0,False
46894,51,Male,3,4,36,7,0.975342,0,0,False
46895,51,Male,3,4,47,1,0.443836,0,0,False
46896,51,Male,3,5,0,3,0.106849,0,0,False
46897,51,Male,3,5,1,1,0.49589,0,0,False
46898,51,Male,3,5,1,2,0.50411,0,0,False
46899,51,Male,3,5,1,3,0.046575,0,0,False
46900,51,Male,3,5,1,6,0.975342,0,0,False
46901,51,Male,3,5,1,7,5.945205,0,0,False
46902,51,Male,3,5,2,1,0.227397,0,0,False
46903,51,Male,3,5,2,2,1.0,0,0,False
46904,51,Male,3,5,2,3,0.115068,0,0,False
46905,51,Male,3,5,2,5,0.942466,0,0,False
46906,51,Male,3,5,2,7,3.410959,0,0,False
46907,51,Male,3,5,3,5,0.931507,0,0,False
46908,51,Male,3,5,3,7,4.249315,0,0,False
46909,51,Male,3,5,4,2,0.263014,0,0,False
46910,51,Male,3,5,4,4,0.49863,0,0,False
46911,51,Male,3,5,4,5,0.49863,0,0,False
46912,51,Male,3,5,4,6,0.50137,0,0,False
46913,51,Male,3,5,4,7,2.49863,1,4850,False
46914,51,Male,3,5,5,7,2.00274,0,0,False
46915,51,Male,3,5,6,1,0.183562,0,0,False
46916,51,Male,3,5,6,6,1.49589,0,0,False
46917,51,Male,3,5,6,7,2.49863,0,0,False
46918,51,Male,3,5,7,7,2.641096,0,0,False
46919,51,Male,3,5,8,5,0.49863,0,0,False
46920,51,Male,3,5,8,7,3.438356,0,0,False
46921,51,Male,3,5,9,1,0.331507,0,0,False
46922,51,Male,3,5,9,7,2.0,0,0,False
46923,51,Male,3,5,10,2,0.306849,0,0,False
46924,51,Male,3,5,10,7,1.0,0,0,False
46925,51,Male,3,5,11,1,0.50137,0,0,False
46926,51,Male,3,5,11,7,0.517808,0,0,False
46927,51,Male,3,5,12,1,3.063014,1,2700,False
46928,51,Male,3,5,12,2,1.252055,0,0,False
46929,51,Male,3,5,12,7,1.005479,0,0,False
46930,51,Male,3,5,13,1,0.512329,0,0,False
46931,51,Male,3,5,13,2,0.084932,0,0,False
46932,51,Male,3,5,13,7,2.457534,0,0,False
46933,51,Male,3,5,14,1,1.630137,0,0,False
46934,51,Male,3,5,14,2,0.079452,0,0,False
46935,51,Male,3,5,14,3,1.0,0,0,False
46936,51,Male,3,5,14,7,2.591781,0,0,False
46937,51,Male,3,5,15,1,0.909589,0,0,False
46938,51,Male,3,5,15,2,0.389041,0,0,False
46939,51,Male,3,5,15,3,1.315068,0,0,False
46940,51,Male,3,5,15,6,1.060274,0,0,False
46941,51,Male,3,5,15,7,2.052055,0,0,False
46942,51,Male,3,5,16,1,0.49863,0,0,False
46943,51,Male,3,5,16,3,1.526027,0,0,False
46944,51,Male,3,5,16,4,2.032877,0,0,False
46945,51,Male,3,5,16,5,0.986301,0,0,False
46946,51,Male,3,5,16,7,9.852055,0,0,False
46947,51,Male,3,5,17,1,0.49863,0,0,False
46948,51,Male,3,5,17,2,3.49589,0,0,False
46949,51,Male,3,5,17,3,2.50411,0,0,False
46950,51,Male,3,5,17,4,1.775342,0,0,False
46951,51,Male,3,5,17,5,0.315068,0,0,False
46952,51,Male,3,5,17,6,0.49589,0,0,False
46953,51,Male,3,5,17,7,6.227397,0,0,False
46954,51,Male,3,5,18,3,0.49863,0,0,False
46955,51,Male,3,5,18,4,0.50137,0,0,False
46956,51,Male,3,5,18,7,3.057534,0,0,False
46957,51,Male,3,5,19,2,0.49863,0,0,False
46958,51,Male,3,5,19,7,1.860274,0,0,False
46959,51,Male,3,5,20,7,2.0,0,0,False
46960,51,Male,3,5,24,1,0.147945,0,0,False
46961,51,Male,3,5,24,5,0.246575,0,0,False
46962,51,Male,3,6,0,5,0.342466,0,0,False
46963,51,Male,3,6,0,7,0.553425,0,0,False
46964,51,Male,3,6,1,7,3.484932,0,0,False
46965,51,Male,3,6,2,6,0.49863,0,0,False
46966,51,Male,3,6,2,7,0.665753,0,0,False
46967,51,Male,3,6,4,2,1.0,0,0,False
46968,51,Male,3,6,4,7,1.778082,0,0,False
46969,51,Male,3,6,5,7,0.961644,0,0,False
46970,51,Male,3,6,6,3,0.630137,0,0,False
46971,51,Male,3,6,6,7,4.041096,0,0,False
46972,51,Male,3,6,7,2,0.687671,0,0,False
46973,51,Male,3,6,7,3,0.49589,0,0,False
46974,51,Male,3,6,7,4,1.0,0,0,False
46975,51,Male,3,6,7,6,0.50137,0,0,False
46976,51,Male,3,6,7,7,1.841096,0,0,False
46977,51,Male,3,6,8,2,0.386301,0,0,False
46978,51,Male,3,6,8,7,3.09863,0,0,False
46979,51,Male,3,6,9,1,0.106849,0,0,False
46980,51,Male,3,6,9,3,0.323288,0,0,False
46981,51,Male,3,6,9,4,0.50411,0,0,False
46982,51,Male,3,6,9,6,1.0,0,0,False
46983,51,Male,3,6,9,7,2.978082,0,0,False
46984,51,Male,3,6,10,7,2.0,0,0,False
46985,51,Male,3,6,11,2,1.136986,0,0,False
46986,51,Male,3,6,11,6,0.10411,0,0,False
46987,51,Male,3,6,11,7,3.210959,0,0,False
46988,51,Male,3,6,12,1,1.20274,0,0,False
46989,51,Male,3,6,12,3,1.0,0,0,False
46990,51,Male,3,6,12,4,0.49863,0,0,False
46991,51,Male,3,6,12,7,2.742466,0,0,False
46992,51,Male,3,6,13,1,0.405479,0,0,False
46993,51,Male,3,6,13,2,0.465753,0,0,False
46994,51,Male,3,6,13,5,0.0,0,0,True
46995,51,Male,3,6,13,7,2.0,0,0,False
46996,51,Male,3,6,14,4,0.882192,0,0,False
46997,51,Male,3,6,14,5,0.50137,0,0,False
46998,51,Male,3,6,14,7,3.317808,0,0,False
46999,51,Male,3,6,15,1,0.024658,0,0,False
47000,51,Male,3,6,15,6,0.49863,0,0,False
47001,51,Male,3,6,15,7,5.158904,0,0,False
47002,51,Male,3,6,16,7,0.912329,0,0,False
47003,51,Male,3,6,17,7,0.49863,0,0,False
47004,51,Male,3,6,18,7,0.49863,0,0,False
47005,51,Male,3,6,19,7,0.0,0,0,True
47006,51,Male,3,7,0,7,0.463014,0,0,False
47007,51,Male,3,7,7,6,0.482192,0,0,False
47008,51,Male,4,1,0,1,0.013699,0,0,False
47009,51,Male,4,1,1,4,0.989041,0,0,False
47010,51,Male,4,1,2,4,1.0,0,0,False
47011,51,Male,4,1,2,7,2.649315,0,0,False
47012,51,Male,4,1,3,7,1.0,0,0,False
47013,51,Male,4,1,4,1,1.0,0,0,False
47014,51,Male,4,1,5,1,1.320548,0,0,False
47015,51,Male,4,1,5,2,1.791781,0,0,False
47016,51,Male,4,1,5,3,2.221918,0,0,False
47017,51,Male,4,1,5,7,0.09589,0,0,False
47018,51,Male,4,1,6,2,0.342466,0,0,False
47019,51,Male,4,1,6,3,1.0,0,0,False
47020,51,Male,4,1,6,7,1.49863,0,0,False
47021,51,Male,4,1,8,4,1.0,0,0,False
47022,51,Male,4,1,8,7,1.550685,0,0,False
47023,51,Male,4,1,9,2,1.0,0,0,False
47024,51,Male,4,1,9,4,0.046575,0,0,False
47025,51,Male,4,1,10,7,0.230137,0,0,False
47026,51,Male,4,1,11,1,0.243836,0,0,False
47027,51,Male,4,1,11,2,0.739726,0,0,False
47028,51,Male,4,1,11,7,0.005479,0,0,False
47029,51,Male,4,1,12,1,1.0,0,0,False
47030,51,Male,4,1,12,6,0.027397,0,0,False
47031,51,Male,4,1,12,7,0.490411,0,0,False
47032,51,Male,4,1,13,7,1.172603,0,0,False
47033,51,Male,4,1,14,1,1.50411,0,0,False
47034,51,Male,4,1,14,4,0.939726,0,0,False
47035,51,Male,4,1,14,7,1.158904,0,0,False
47036,51,Male,4,1,15,1,1.049315,0,0,False
47037,51,Male,4,1,15,3,0.479452,0,0,False
47038,51,Male,4,1,15,4,0.512329,0,0,False
47039,51,Male,4,1,15,7,2.353425,0,0,False
47040,51,Male,4,1,16,1,1.347945,0,0,False
47041,51,Male,4,1,16,3,0.950685,0,0,False
47042,51,Male,4,1,16,4,0.39726,0,0,False
47043,51,Male,4,1,17,1,0.50411,0,0,False
47044,51,Male,4,1,17,2,1.0,0,0,False
47045,51,Male,4,1,17,7,2.920548,0,0,False
47046,51,Male,4,1,18,1,1.427397,0,0,False
47047,51,Male,4,1,18,7,0.586301,0,0,False
47048,51,Male,4,1,19,1,0.479452,0,0,False
47049,51,Male,4,1,20,7,0.038356,0,0,False
47050,51,Male,4,1,21,1,2.989041,0,0,False
47051,51,Male,4,1,24,1,0.989041,0,0,False
47052,51,Male,4,1,25,1,2.454795,0,0,False
47053,51,Male,4,1,27,1,1.0,0,0,False
47054,51,Male,4,1,27,7,1.0,0,0,False
47055,51,Male,4,1,28,1,1.0,0,0,False
47056,51,Male,4,1,29,4,0.30411,0,0,False
47057,51,Male,4,1,29,7,1.0,0,0,False
47058,51,Male,4,1,32,7,1.958904,0,0,False
47059,51,Male,4,1,35,2,0.920548,0,0,False
47060,51,Male,4,1,35,7,0.931507,0,0,False
47061,51,Male,4,1,36,7,1.0,0,0,False
47062,51,Male,4,1,38,1,0.945205,0,0,False
47063,51,Male,4,1,38,7,1.00274,0,0,False
47064,51,Male,4,1,40,1,0.430137,0,0,False
47065,51,Male,4,1,41,6,0.915068,0,0,False
47066,51,Male,4,1,43,1,1.0,0,0,False
47067,51,Male,4,1,44,1,2.49589,0,0,False
47068,51,Male,4,1,44,2,1.0,0,0,False
47069,51,Male,4,1,45,1,1.00274,0,0,False
47070,51,Male,4,1,48,2,0.49589,0,0,False
47071,51,Male,4,1,56,6,0.953425,0,0,False
47072,51,Male,4,1,56,7,0.49589,0,0,False
47073,51,Male,4,1,57,5,1.0,0,0,False
47074,51,Male,4,2,0,7,0.361644,0,0,False
47075,51,Male,4,2,1,7,1.991781,0,0,False
47076,51,Male,4,2,3,1,0.934247,0,0,False
47077,51,Male,4,2,3,7,0.391781,0,0,False
47078,51,Male,4,2,5,1,0.890411,0,0,False
47079,51,Male,4,2,5,2,0.468493,0,0,False
47080,51,Male,4,2,5,7,0.416438,0,0,False
47081,51,Male,4,2,6,3,0.50411,0,0,False
47082,51,Male,4,2,6,4,0.49589,0,0,False
47083,51,Male,4,2,6,7,1.0,0,0,False
47084,51,Male,4,2,7,1,0.975342,0,0,False
47085,51,Male,4,2,7,7,0.980822,0,0,False
47086,51,Male,4,2,8,3,0.246575,0,0,False
47087,51,Male,4,2,10,7,0.920548,0,0,False
47088,51,Male,4,2,11,1,1.832877,0,0,False
47089,51,Male,4,2,11,3,0.441096,0,0,False
47090,51,Male,4,2,11,7,1.0,0,0,False
47091,51,Male,4,2,12,1,0.010959,0,0,False
47092,51,Male,4,2,12,4,0.49863,0,0,False
47093,51,Male,4,2,12,5,0.39726,0,0,False
47094,51,Male,4,2,12,7,1.487671,0,0,False
47095,51,Male,4,2,13,7,1.0,0,0,False
47096,51,Male,4,2,14,1,0.813699,0,0,False
47097,51,Male,4,2,14,2,1.019178,0,0,False
47098,51,Male,4,2,14,4,0.50411,0,0,False
47099,51,Male,4,2,15,1,1.931507,0,0,False
47100,51,Male,4,2,15,3,0.539726,0,0,False
47101,51,Male,4,2,15,7,1.452055,0,0,False
47102,51,Male,4,2,16,1,1.427397,0,0,False
47103,51,Male,4,2,16,2,0.953425,0,0,False
47104,51,Male,4,2,16,4,1.424658,0,0,False
47105,51,Male,4,2,16,5,0.367123,0,0,False
47106,51,Male,4,2,16,7,2.0,0,0,False
47107,51,Male,4,2,17,1,0.969863,0,0,False
47108,51,Male,4,2,17,5,0.936986,0,0,False
47109,51,Male,4,2,18,1,0.969863,0,0,False
47110,51,Male,4,2,18,2,0.50137,0,0,False
47111,51,Male,4,2,18,4,0.49863,0,0,False
47112,51,Male,4,2,18,6,1.0,0,0,False
47113,51,Male,4,2,18,7,1.457534,0,0,False
47114,51,Male,4,2,19,2,1.49863,0,0,False
47115,51,Male,4,2,20,5,1.0,0,0,False
47116,51,Male,4,2,20,6,0.49589,0,0,False
47117,51,Male,4,2,20,7,1.630137,0,0,False
47118,51,Male,4,2,21,2,0.747945,0,0,False
47119,51,Male,4,2,21,3,0.252055,0,0,False
47120,51,Male,4,2,21,7,0.021918,0,0,False
47121,51,Male,4,2,25,1,0.041096,0,0,False
47122,51,Male,4,2,25,3,0.49589,0,0,False
47123,51,Male,4,2,25,4,0.50411,0,0,False
47124,51,Male,4,2,26,1,1.0,0,0,False
47125,51,Male,4,2,37,1,0.936986,0,0,False
47126,51,Male,4,2,53,2,1.0,0,0,False
47127,51,Male,4,3,0,1,2.830137,0,0,False
47128,51,Male,4,3,0,2,0.49589,0,0,False
47129,51,Male,4,3,0,3,0.224658,0,0,False
47130,51,Male,4,3,0,5,0.205479,0,0,False
47131,51,Male,4,3,0,7,4.246575,0,0,False
47132,51,Male,4,3,1,1,12.41096,0,0,False
47133,51,Male,4,3,1,2,4.430137,0,0,False
47134,51,Male,4,3,1,3,5.884932,0,0,False
47135,51,Male,4,3,1,4,2.249315,0,0,False
47136,51,Male,4,3,1,5,1.967123,0,0,False
47137,51,Male,4,3,1,6,0.99726,0,0,False
47138,51,Male,4,3,1,7,20.67397,0,0,False
47139,51,Male,4,3,2,1,3.479452,0,0,False
47140,51,Male,4,3,2,2,5.476712,0,0,False
47141,51,Male,4,3,2,3,4.391781,0,0,False
47142,51,Male,4,3,2,4,2.923288,0,0,False
47143,51,Male,4,3,2,5,1.0,0,0,False
47144,51,Male,4,3,2,6,0.49863,0,0,False
47145,51,Male,4,3,2,7,22.87945,0,0,False
47146,51,Male,4,3,3,1,3.128767,0,0,False
47147,51,Male,4,3,3,2,4.39726,0,0,False
47148,51,Male,4,3,3,3,3.112329,0,0,False
47149,51,Male,4,3,3,4,2.517808,0,0,False
47150,51,Male,4,3,3,5,2.0,0,0,False
47151,51,Male,4,3,3,6,0.936986,0,0,False
47152,51,Male,4,3,3,7,15.03288,0,0,False
47153,51,Male,4,3,4,1,1.953425,0,0,False
47154,51,Male,4,3,4,2,2.50411,0,0,False
47155,51,Male,4,3,4,3,2.808219,0,0,False
47156,51,Male,4,3,4,4,0.660274,0,0,False
47157,51,Male,4,3,4,5,2.0,0,0,False
47158,51,Male,4,3,4,6,0.0,0,0,True
47159,51,Male,4,3,4,7,12.51507,0,0,False
47160,51,Male,4,3,5,2,0.473973,0,0,False
47161,51,Male,4,3,5,3,1.449315,0,0,False
47162,51,Male,4,3,5,4,2.087671,0,0,False
47163,51,Male,4,3,5,5,3.849315,0,0,False
47164,51,Male,4,3,5,6,2.027397,0,0,False
47165,51,Male,4,3,5,7,8.821918,0,0,False
47166,51,Male,4,3,6,1,1.950685,0,0,False
47167,51,Male,4,3,6,2,1.465753,0,0,False
47168,51,Male,4,3,6,3,0.50411,0,0,False
47169,51,Male,4,3,6,5,2.0,0,0,False
47170,51,Male,4,3,6,6,1.0,0,0,False
47171,51,Male,4,3,6,7,7.30411,0,0,False
47172,51,Male,4,3,7,2,1.0,0,0,False
47173,51,Male,4,3,7,6,2.0,0,0,False
47174,51,Male,4,3,7,7,7.742466,0,0,False
47175,51,Male,4,3,8,2,1.49863,0,0,False
47176,51,Male,4,3,8,3,0.69863,0,0,False
47177,51,Male,4,3,8,4,0.252055,0,0,False
47178,51,Male,4,3,8,5,1.939726,0,0,False
47179,51,Male,4,3,8,6,1.0,0,0,False
47180,51,Male,4,3,8,7,6.479452,0,0,False
47181,51,Male,4,3,9,1,1.153425,0,0,False
47182,51,Male,4,3,9,2,0.50137,0,0,False
47183,51,Male,4,3,9,7,2.0,0,0,False
47184,51,Male,4,3,10,1,1.989041,0,0,False
47185,51,Male,4,3,10,2,0.649315,0,0,False
47186,51,Male,4,3,10,3,0.473973,0,0,False
